m,run,item,value_player0,value_player1,value_player2,value_player3,value_player4,rr_allocation,astar_allocation,rr_player_order,value_range
10,33,8,50,74,112,119,56,3,3,"[3, 0, 2, 1, 4]",40-120
10,33,9,155,371,200,318,352,2,1,"[3, 0, 2, 1, 4]",150-400
10,34,0,25,33,23,50,42,3,4,"[1, 0, 2, 3, 4]",10-50
10,34,1,250,339,198,156,207,1,1,"[1, 0, 2, 3, 4]",150-400
10,34,2,116,43,41,40,84,0,0,"[1, 0, 2, 3, 4]",40-120
10,34,3,48,76,40,100,62,1,4,"[1, 0, 2, 3, 4]",40-120
10,34,4,31,37,41,40,33,2,2,"[1, 0, 2, 3, 4]",10-50
10,34,5,60,42,64,70,106,4,4,"[1, 0, 2, 3, 4]",40-120
10,34,6,132,179,166,145,200,2,2,"[1, 0, 2, 3, 4]",100-200
10,34,7,35,13,34,39,41,4,4,"[1, 0, 2, 3, 4]",10-50
10,34,8,125,184,103,145,122,3,0,"[1, 0, 2, 3, 4]",100-200
10,34,9,257,204,159,362,244,0,3,"[1, 0, 2, 3, 4]",150-400
10,35,0,168,284,159,384,281,1,3,"[2, 1, 3, 0, 4]",150-400
10,35,1,39,25,10,32,18,3,0,"[2, 1, 3, 0, 4]",10-50
10,35,2,65,92,58,104,56,1,1,"[2, 1, 3, 0, 4]",40-120
10,35,3,87,58,118,78,102,2,4,"[2, 1, 3, 0, 4]",40-120
10,35,4,115,44,57,70,110,0,4,"[2, 1, 3, 0, 4]",40-120
10,35,5,148,123,132,138,124,3,0,"[2, 1, 3, 0, 4]",100-200
10,35,6,101,174,133,111,166,4,1,"[2, 1, 3, 0, 4]",100-200
10,35,7,12,41,40,23,24,4,1,"[2, 1, 3, 0, 4]",10-50
10,35,8,41,10,35,10,24,0,0,"[2, 1, 3, 0, 4]",10-50
10,35,9,266,317,349,159,153,2,2,"[2, 1, 3, 0, 4]",150-400
10,36,0,38,32,43,31,18,3,2,"[1, 0, 3, 4, 2]",10-50
10,36,1,135,171,132,134,173,3,1,"[1, 0, 3, 4, 2]",100-200
10,36,2,23,26,48,27,40,4,2,"[1, 0, 3, 4, 2]",10-50
10,36,3,363,219,233,169,300,1,4,"[1, 0, 3, 4, 2]",150-400
10,36,4,90,106,48,76,116,1,1,"[1, 0, 3, 4, 2]",40-120
10,36,5,115,173,168,117,158,4,2,"[1, 0, 3, 4, 2]",100-200
10,36,6,340,201,273,232,245,0,0,"[1, 0, 3, 4, 2]",150-400
10,36,7,16,14,30,25,36,2,3,"[1, 0, 3, 4, 2]",10-50
10,36,8,119,88,110,108,43,2,3,"[1, 0, 3, 4, 2]",40-120
10,36,9,45,50,89,69,83,0,3,"[1, 0, 3, 4, 2]",40-120
10,37,0,27,45,19,39,11,3,1,"[0, 2, 3, 4, 1]",10-50
10,37,1,73,72,45,103,73,0,4,"[0, 2, 3, 4, 1]",40-120
10,37,2,103,115,176,136,140,3,2,"[0, 2, 3, 4, 1]",100-200
10,37,3,15,30,17,16,38,4,4,"[0, 2, 3, 4, 1]",10-50
10,37,4,51,55,118,94,119,2,4,"[0, 2, 3, 4, 1]",40-120
10,37,5,90,86,95,69,78,1,2,"[0, 2, 3, 4, 1]",40-120
10,37,6,258,257,298,164,243,2,1,"[0, 2, 3, 4, 1]",150-400
10,37,7,186,110,190,103,167,4,0,"[0, 2, 3, 4, 1]",100-200
10,37,8,302,266,279,284,243,0,3,"[0, 2, 3, 4, 1]",150-400
10,37,9,43,12,32,21,19,1,0,"[0, 2, 3, 4, 1]",10-50
10,38,0,50,30,44,24,40,2,0,"[4, 1, 3, 2, 0]",10-50
10,38,1,149,101,197,116,133,3,2,"[4, 1, 3, 2, 0]",100-200
10,38,2,22,47,15,36,31,3,1,"[4, 1, 3, 2, 0]",10-50
10,38,3,331,286,394,362,172,1,3,"[4, 1, 3, 2, 0]",150-400
10,38,4,144,145,163,115,150,2,0,"[4, 1, 3, 2, 0]",100-200
10,38,5,193,172,183,213,383,4,4,"[4, 1, 3, 2, 0]",150-400
10,38,6,81,114,52,112,88,4,1,"[4, 1, 3, 2, 0]",40-120
10,38,7,85,90,112,84,92,0,2,"[4, 1, 3, 2, 0]",40-120
10,38,8,82,103,97,80,50,1,1,"[4, 1, 3, 2, 0]",40-120
10,38,9,39,37,25,28,41,0,0,"[4, 1, 3, 2, 0]",10-50
10,39,0,96,42,119,115,77,2,0,"[2, 0, 3, 4, 1]",40-120
10,39,1,13,40,13,39,35,3,4,"[2, 0, 3, 4, 1]",10-50
10,39,2,72,96,42,68,46,1,1,"[2, 0, 3, 4, 1]",40-120
10,39,3,262,264,366,160,226,2,2,"[2, 0, 3, 4, 1]",150-400
10,39,4,380,272,287,397,314,0,3,"[2, 0, 3, 4, 1]",150-400
10,39,5,13,19,42,21,47,4,4,"[2, 0, 3, 4, 1]",10-50
10,39,6,193,153,137,182,144,3,0,"[2, 0, 3, 4, 1]",100-200
10,39,7,149,150,170,101,105,4,1,"[2, 0, 3, 4, 1]",100-200
10,39,8,21,41,11,36,42,1,4,"[2, 0, 3, 4, 1]",10-50
10,39,9,93,72,96,77,97,0,4,"[2, 0, 3, 4, 1]",40-120
10,40,0,14,32,42,47,15,3,2,"[4, 1, 3, 2, 0]",10-50
10,40,1,191,129,137,126,177,2,4,"[4, 1, 3, 2, 0]",100-200
10,40,2,384,375,328,188,356,4,0,"[4, 1, 3, 2, 0]",150-400
10,40,3,182,255,262,377,309,1,3,"[4, 1, 3, 2, 0]",150-400
10,40,4,63,92,108,98,49,1,2,"[4, 1, 3, 2, 0]",40-120
10,40,5,84,99,53,74,66,4,1,"[4, 1, 3, 2, 0]",40-120
10,40,6,45,39,11,16,26,0,1,"[4, 1, 3, 2, 0]",10-50
10,40,7,144,115,123,136,144,3,4,"[4, 1, 3, 2, 0]",100-200
10,40,8,119,89,116,90,53,0,2,"[4, 1, 3, 2, 0]",40-120
10,40,9,19,43,13,35,18,2,1,"[4, 1, 3, 2, 0]",10-50
10,41,0,16,34,33,11,46,4,4,"[0, 1, 4, 2, 3]",10-50
10,41,1,47,37,16,20,34,2,0,"[0, 1, 4, 2, 3]",10-50
10,41,2,158,383,349,268,282,1,1,"[0, 1, 4, 2, 3]",150-400
10,41,3,66,89,107,118,117,3,3,"[0, 1, 4, 2, 3]",40-120
10,41,4,215,320,351,158,231,0,2,"[0, 1, 4, 2, 3]",150-400
10,41,5,34,32,15,19,32,3,4,"[0, 1, 4, 2, 3]",10-50
10,41,6,84,60,58,63,57,0,0,"[0, 1, 4, 2, 3]",40-120
10,41,7,172,184,118,144,121,2,0,"[0, 1, 4, 2, 3]",100-200
10,41,8,40,43,93,87,67,1,3,"[0, 1, 4, 2, 3]",40-120
10,41,9,107,170,124,185,187,4,4,"[0, 1, 4, 2, 3]",100-200
10,42,0,335,194,279,193,311,4,4,"[4, 1, 0, 3, 2]",150-400
10,42,1,12,40,38,20,49,2,1,"[4, 1, 0, 3, 2]",10-50
10,42,2,100,49,103,83,63,1,3,"[4, 1, 0, 3, 2]",40-120
10,42,3,27,20,29,36,29,0,3,"[4, 1, 0, 3, 2]",10-50
10,42,4,389,251,296,237,195,1,0,"[4, 1, 0, 3, 2]",150-400
10,42,5,166,125,184,146,194,0,2,"[4, 1, 0, 3, 2]",100-200
10,42,6,26,34,29,43,40,3,1,"[4, 1, 0, 3, 2]",10-50
10,42,7,61,52,41,112,107,4,3,"[4, 1, 0, 3, 2]",40-120
10,42,8,160,133,162,167,130,3,1,"[4, 1, 0, 3, 2]",100-200
10,42,9,71,71,106,44,54,2,2,"[4, 1, 0, 3, 2]",40-120
10,43,0,54,52,61,75,49,3,2,"[3, 1, 4, 2, 0]",40-120
10,43,1,45,43,45,18,25,2,0,"[3, 1, 4, 2, 0]",10-50
10,43,2,297,212,229,380,337,3,3,"[3, 1, 4, 2, 0]",150-400
10,43,3,119,125,195,136,135,2,2,"[3, 1, 4, 2, 0]",100-200
10,43,4,281,383,194,228,218,1,1,"[3, 1, 4, 2, 0]",150-400
10,43,5,39,16,22,28,20,0,0,"[3, 1, 4, 2, 0]",10-50
10,43,6,121,188,120,164,145,4,4,"[3, 1, 4, 2, 0]",100-200
10,43,7,69,109,61,59,102,1,4,"[3, 1, 4, 2, 0]",40-120
10,43,8,111,113,68,58,108,0,0,"[3, 1, 4, 2, 0]",40-120
10,43,9,33,23,23,41,30,4,0,"[3, 1, 4, 2, 0]",10-50
10,44,0,178,188,195,170,167,2,2,"[3, 0, 4, 2, 1]",100-200
10,44,1,113,84,95,93,40,1,0,"[3, 0, 4, 2, 1]",40-120
10,44,2,259,398,206,338,252,0,1,"[3, 0, 4, 2, 1]",150-400
10,44,3,21,48,22,30,24,2,1,"[3, 0, 4, 2, 1]",10-50
10,44,4,13,18,50,22,30,4,2,"[3, 0, 4, 2, 1]",10-50
10,44,5,190,351,353,396,317,3,4,"[3, 0, 4, 2, 1]",150-400
10,44,6,21,20,15,48,19,1,3,"[3, 0, 4, 2, 1]",10-50
10,44,7,189,122,164,139,193,4,0,"[3, 0, 4, 2, 1]",100-200
10,44,8,113,84,90,120,119,3,3,"[3, 0, 4, 2, 1]",40-120
10,44,9,76,52,66,110,46,0,3,"[3, 0, 4, 2, 1]",40-120
10,45,0,360,262,279,385,335,1,0,"[4, 1, 3, 0, 2]",150-400
10,45,1,118,143,110,197,156,3,3,"[4, 1, 3, 0, 2]",100-200
10,45,2,332,355,267,336,366,4,4,"[4, 1, 3, 0, 2]",150-400
10,45,3,176,179,107,146,182,0,1,"[4, 1, 3, 0, 2]",100-200
10,45,4,43,15,20,38,30,0,3,"[4, 1, 3, 0, 2]",10-50
10,45,5,40,31,40,45,24,3,2,"[4, 1, 3, 0, 2]",10-50
10,45,6,54,54,87,116,73,1,3,"[4, 1, 3, 0, 2]",40-120
10,45,7,52,96,82,110,101,4,1,"[4, 1, 3, 0, 2]",40-120
10,45,8,40,19,49,20,37,2,2,"[4, 1, 3, 0, 2]",10-50
10,45,9,42,78,109,119,111,2,2,"[4, 1, 3, 0, 2]",40-120
10,46,0,271,327,207,352,210,0,1,"[4, 0, 1, 3, 2]",150-400
10,46,1,70,99,112,64,68,2,2,"[4, 0, 1, 3, 2]",40-120
10,46,2,300,247,250,359,320,4,4,"[4, 0, 1, 3, 2]",150-400
10,46,3,45,38,16,41,29,3,0,"[4, 0, 1, 3, 2]",10-50
10,46,4,17,43,26,11,16,1,1,"[4, 0, 1, 3, 2]",10-50
10,46,5,36,36,44,31,17,2,2,"[4, 0, 1, 3, 2]",10-50
10,46,6,58,119,73,107,41,0,3,"[4, 0, 1, 3, 2]",40-120
10,46,7,165,128,115,198,151,1,3,"[4, 0, 1, 3, 2]",100-200
10,46,8,165,119,120,189,168,3,0,"[4, 0, 1, 3, 2]",100-200
10,46,9,79,65,67,87,88,4,2,"[4, 0, 1, 3, 2]",40-120
10,47,0,297,357,167,280,158,2,1,"[0, 2, 1, 4, 3]",150-400
10,47,1,10,33,25,44,47,1,4,"[0, 2, 1, 4, 3]",10-50
10,47,2,94,111,53,98,96,2,4,"[0, 2, 1, 4, 3]",40-120
10,47,3,107,47,40,53,59,0,0,"[0, 2, 1, 4, 3]",40-120
10,47,4,150,103,157,142,125,4,2,"[0, 2, 1, 4, 3]",100-200
10,47,5,27,15,49,42,38,4,2,"[0, 2, 1, 4, 3]",10-50
10,47,6,39,18,47,39,30,3,2,"[0, 2, 1, 4, 3]",10-50
10,47,7,53,68,99,117,77,3,4,"[0, 2, 1, 4, 3]",40-120
10,47,8,336,273,355,375,217,0,3,"[0, 2, 1, 4, 3]",150-400
10,47,9,191,130,114,184,170,1,0,"[0, 2, 1, 4, 3]",100-200
10,48,0,295,249,337,174,186,4,2,"[4, 2, 1, 3, 0]",150-400
10,48,1,46,86,55,71,54,2,1,"[4, 2, 1, 3, 0]",40-120
10,48,2,210,276,155,316,177,1,3,"[4, 2, 1, 3, 0]",150-400
10,48,3,12,24,14,27,18,3,3,"[4, 2, 1, 3, 0]",10-50
10,48,4,37,35,21,46,22,1,0,"[4, 2, 1, 3, 0]",10-50
10,48,5,65,70,115,108,103,3,4,"[4, 2, 1, 3, 0]",40-120
10,48,6,122,196,185,122,185,2,1,"[4, 2, 1, 3, 0]",100-200
10,48,7,109,64,100,102,78,4,0,"[4, 2, 1, 3, 0]",40-120
10,48,8,176,117,121,100,146,0,4,"[4, 2, 1, 3, 0]",100-200
10,48,9,47,27,49,19,30,0,0,"[4, 2, 1, 3, 0]",10-50
10,49,0,154,155,200,144,175,2,0,"[4, 1, 2, 3, 0]",100-200
10,49,1,37,25,17,43,20,3,0,"[4, 1, 2, 3, 0]",10-50
10,49,2,64,90,114,87,94,0,1,"[4, 1, 2, 3, 0]",40-120
10,49,3,277,335,387,236,335,1,2,"[4, 1, 2, 3, 0]",150-400
10,49,4,13,19,12,32,31,0,3,"[4, 1, 2, 3, 0]",10-50
10,49,5,50,102,79,101,108,4,1,"[4, 1, 2, 3, 0]",40-120
10,49,6,53,43,72,119,66,1,3,"[4, 1, 2, 3, 0]",40-120
10,49,7,242,207,335,245,374,4,4,"[4, 1, 2, 3, 0]",150-400
10,49,8,104,109,137,178,109,3,3,"[4, 1, 2, 3, 0]",100-200
10,49,9,50,10,35,24,15,2,0,"[4, 1, 2, 3, 0]",10-50
20,0,0,180,179,169,122,129,0,1,"[0, 4, 1, 2, 3]",100-200
20,0,1,73,120,81,106,104,3,1,"[0, 4, 1, 2, 3]",40-120
20,0,2,96,84,64,89,119,4,4,"[0, 4, 1, 2, 3]",40-120
20,0,3,389,173,254,398,214,0,3,"[0, 4, 1, 2, 3]",150-400
20,0,4,47,27,49,40,14,2,0,"[0, 4, 1, 2, 3]",10-50
20,0,5,354,185,273,222,292,4,0,"[0, 4, 1, 2, 3]",150-400
20,0,6,33,19,17,50,38,3,4,"[0, 4, 1, 2, 3]",10-50
20,0,7,99,61,95,70,65,0,0,"[0, 4, 1, 2, 3]",40-120
20,0,8,59,53,108,40,75,2,2,"[0, 4, 1, 2, 3]",40-120
20,0,9,23,24,39,13,21,4,2,"[0, 4, 1, 2, 3]",10-50
20,0,10,156,173,106,120,199,4,4,"[0, 4, 1, 2, 3]",100-200
20,0,11,39,31,19,31,15,3,0,"[0, 4, 1, 2, 3]",10-50
20,0,12,144,143,180,159,137,3,2,"[0, 4, 1, 2, 3]",100-200
20,0,13,11,43,42,10,10,1,1,"[0, 4, 1, 2, 3]",10-50
20,0,14,266,241,187,288,210,1,3,"[0, 4, 1, 2, 3]",150-400
20,0,15,48,35,16,11,15,0,0,"[0, 4, 1, 2, 3]",10-50
20,0,16,162,110,185,190,126,2,2,"[0, 4, 1, 2, 3]",100-200
20,0,17,76,77,107,74,47,1,2,"[0, 4, 1, 2, 3]",40-120
20,0,18,92,70,70,81,105,2,4,"[0, 4, 1, 2, 3]",40-120
20,0,19,136,139,114,157,142,1,1,"[0, 4, 1, 2, 3]",100-200
20,1,0,38,50,47,35,27,2,1,"[0, 3, 1, 4, 2]",10-50
20,1,1,204,355,358,316,312,3,2,"[0, 3, 1, 4, 2]",150-400
20,1,2,22,16,42,40,11,4,3,"[0, 3, 1, 4, 2]",10-50
20,1,3,108,109,84,73,86,4,1,"[0, 3, 1, 4, 2]",40-120
20,1,4,12,10,38,31,10,2,2,"[0, 3, 1, 4, 2]",10-50
20,1,5,130,127,124,190,178,3,4,"[0, 3, 1, 4, 2]",100-200
20,1,6,195,141,145,122,106,0,1,"[0, 3, 1, 4, 2]",100-200
20,1,7,400,295,222,349,223,0,3,"[0, 3, 1, 4, 2]",150-400
20,1,8,39,21,18,46,19,0,3,"[0, 3, 1, 4, 2]",10-50
20,1,9,69,88,41,68,79,1,4,"[0, 3, 1, 4, 2]",40-120
20,1,10,22,30,21,42,21,3,3,"[0, 3, 1, 4, 2]",10-50
20,1,11,184,166,146,131,140,1,1,"[0, 3, 1, 4, 2]",100-200
20,1,12,109,59,58,50,50,0,0,"[0, 3, 1, 4, 2]",40-120
20,1,13,53,57,57,68,64,4,4,"[0, 3, 1, 4, 2]",40-120
20,1,14,84,53,41,76,50,3,3,"[0, 3, 1, 4, 2]",40-120
20,1,15,24,50,18,13,42,1,1,"[0, 3, 1, 4, 2]",10-50
20,1,16,128,107,175,107,147,2,2,"[0, 3, 1, 4, 2]",100-200
20,1,17,169,195,174,109,190,1,4,"[0, 3, 1, 4, 2]",100-200
20,1,18,398,162,166,217,229,4,0,"[0, 3, 1, 4, 2]",150-400
20,1,19,115,41,76,67,55,2,0,"[0, 3, 1, 4, 2]",40-120
20,2,0,383,292,254,177,263,4,0,"[4, 1, 0, 3, 2]",150-400
20,2,1,103,141,111,160,194,4,4,"[4, 1, 0, 3, 2]",100-200
20,2,2,19,34,15,27,15,1,1,"[4, 1, 0, 3, 2]",10-50
20,2,3,105,68,107,94,50,3,3,"[4, 1, 0, 3, 2]",40-120
20,2,4,38,31,46,30,45,2,2,"[4, 1, 0, 3, 2]",10-50
20,2,5,156,130,187,170,139,0,3,"[4, 1, 0, 3, 2]",100-200
20,2,6,50,16,38,16,35,4,0,"[4, 1, 0, 3, 2]",10-50
20,2,7,162,332,204,230,160,3,1,"[4, 1, 0, 3, 2]",150-400
20,2,8,126,158,152,154,171,1,4,"[4, 1, 0, 3, 2]",100-200
20,2,9,28,18,33,24,16,2,2,"[4, 1, 0, 3, 2]",10-50
20,2,10,187,154,179,172,143,0,3,"[4, 1, 0, 3, 2]",100-200
20,2,11,50,49,96,44,84,3,2,"[4, 1, 0, 3, 2]",40-120
20,2,12,110,85,97,57,78,2,0,"[4, 1, 0, 3, 2]",40-120
20,2,13,18,12,27,36,26,3,3,"[4, 1, 0, 3, 2]",10-50
20,2,14,51,110,91,43,101,4,1,"[4, 1, 0, 3, 2]",40-120
20,2,15,120,59,82,71,64,0,0,"[4, 1, 0, 3, 2]",40-120
20,2,16,40,26,43,39,14,0,3,"[4, 1, 0, 3, 2]",10-50
20,2,17,155,132,199,145,196,2,4,"[4, 1, 0, 3, 2]",100-200
20,2,18,360,389,354,241,178,1,2,"[4, 1, 0, 3, 2]",150-400
20,2,19,58,96,52,56,86,1,1,"[4, 1, 0, 3, 2]",40-120
20,3,0,11,45,16,22,35,1,1,"[1, 2, 3, 4, 0]",10-50
20,3,1,106,128,193,127,162,2,2,"[1, 2, 3, 4, 0]",100-200
20,3,2,49,89,86,55,53,3,2,"[1, 2, 3, 4, 0]",40-120
20,3,3,42,109,106,49,97,1,1,"[1, 2, 3, 4, 0]",40-120
20,3,4,246,382,243,171,161,1,1,"[1, 2, 3, 4, 0]",150-400
20,3,5,110,52,56,79,61,0,0,"[1, 2, 3, 4, 0]",40-120
20,3,6,173,176,105,120,174,1,4,"[1, 2, 3, 4, 0]",100-200
20,3,7,77,59,100,87,118,4,4,"[1, 2, 3, 4, 0]",40-120
20,3,8,167,120,170,197,129,3,3,"[1, 2, 3, 4, 0]",100-200
20,3,9,60,70,110,59,53,2,2,"[1, 2, 3, 4, 0]",40-120
20,3,10,44,28,15,32,32,4,0,"[1, 2, 3, 4, 0]",10-50
20,3,11,174,110,129,167,187,0,4,"[1, 2, 3, 4, 0]",100-200
20,3,12,123,152,149,136,127,3,2,"[1, 2, 3, 4, 0]",100-200
20,3,13,345,317,332,194,271,4,0,"[1, 2, 3, 4, 0]",150-400
20,3,14,394,181,400,380,235,2,3,"[1, 2, 3, 4, 0]",150-400
20,3,15,12,15,10,46,12,3,3,"[1, 2, 3, 4, 0]",10-50
20,3,16,29,31,41,44,10,2,2,"[1, 2, 3, 4, 0]",10-50
20,3,17,46,76,49,53,75,4,4,"[1, 2, 3, 4, 0]",40-120
20,3,18,47,27,22,15,23,0,0,"[1, 2, 3, 4, 0]",10-50
20,3,19,15,27,18,45,25,0,3,"[1, 2, 3, 4, 0]",10-50
20,4,0,124,170,105,136,115,1,1,"[2, 3, 1, 4, 0]",100-200
20,4,1,112,118,92,105,117,4,4,"[2, 3, 1, 4, 0]",40-120
20,4,2,51,105,61,115,100,3,3,"[2, 3, 1, 4, 0]",40-120
20,4,3,79,44,46,107,51,4,3,"[2, 3, 1, 4, 0]",40-120
20,4,4,116,108,90,108,117,0,4,"[2, 3, 1, 4, 0]",40-120
20,4,5,123,108,136,116,171,4,4,"[2, 3, 1, 4, 0]",100-200
20,4,6,355,305,325,311,175,1,0,"[2, 3, 1, 4, 0]",150-400
20,4,7,283,178,176,398,251,3,3,"[2, 3, 1, 4, 0]",150-400
20,4,8,24,21,49,28,11,2,2,"[2, 3, 1, 4, 0]",10-50
20,4,9,204,305,348,392,215,2,2,"[2, 3, 1, 4, 0]",150-400
20,4,10,18,50,37,11,43,1,1,"[2, 3, 1, 4, 0]",10-50
20,4,11,156,157,122,151,141,3,1,"[2, 3, 1, 4, 0]",100-200
20,4,12,41,41,17,21,16,0,0,"[2, 3, 1, 4, 0]",10-50
20,4,13,172,108,126,176,132,0,0,"[2, 3, 1, 4, 0]",100-200
20,4,14,142,101,151,168,162,2,4,"[2, 3, 1, 4, 0]",100-200
20,4,15,16,41,17,49,15,3,3,"[2, 3, 1, 4, 0]",10-50
20,4,16,77,103,81,47,63,2,1,"[2, 3, 1, 4, 0]",40-120
20,4,17,46,83,42,70,72,1,1,"[2, 3, 1, 4, 0]",40-120
20,4,18,37,23,35,19,14,0,2,"[2, 3, 1, 4, 0]",10-50
20,4,19,19,20,35,35,20,4,2,"[2, 3, 1, 4, 0]",10-50
20,5,0,178,166,267,358,152,2,3,"[4, 3, 1, 2, 0]",150-400
20,5,1,109,164,126,111,149,1,1,"[4, 3, 1, 2, 0]",100-200
20,5,2,79,108,114,59,42,2,2,"[4, 3, 1, 2, 0]",40-120
20,5,3,42,25,19,20,23,1,0,"[4, 3, 1, 2, 0]",10-50
20,5,4,45,18,29,31,23,0,0,"[4, 3, 1, 2, 0]",10-50
20,5,5,24,23,15,35,42,0,4,"[4, 3, 1, 2, 0]",10-50
20,5,6,103,69,106,75,103,2,2,"[4, 3, 1, 2, 0]",40-120
20,5,7,107,103,78,88,52,1,0,"[4, 3, 1, 2, 0]",40-120
20,5,8,11,18,47,14,34,2,2,"[4, 3, 1, 2, 0]",10-50
20,5,9,33,33,22,48,45,4,4,"[4, 3, 1, 2, 0]",10-50
20,5,10,107,125,130,173,152,4,3,"[4, 3, 1, 2, 0]",100-200
20,5,11,142,106,143,156,144,3,2,"[4, 3, 1, 2, 0]",100-200
20,5,12,303,365,236,382,288,3,1,"[4, 3, 1, 2, 0]",150-400
20,5,13,75,80,52,109,44,3,3,"[4, 3, 1, 2, 0]",40-120
20,5,14,156,333,225,354,400,4,4,"[4, 3, 1, 2, 0]",150-400
20,5,15,100,60,95,116,118,4,2,"[4, 3, 1, 2, 0]",40-120
20,5,16,152,181,133,165,197,1,4,"[4, 3, 1, 2, 0]",100-200
20,5,17,113,105,104,52,115,0,0,"[4, 3, 1, 2, 0]",40-120
20,5,18,192,102,128,101,121,0,0,"[4, 3, 1, 2, 0]",100-200
20,5,19,19,14,23,48,44,3,3,"[4, 3, 1, 2, 0]",10-50
20,6,0,314,390,234,320,194,1,1,"[2, 1, 3, 4, 0]",150-400
20,6,1,194,108,171,198,124,0,3,"[2, 1, 3, 4, 0]",100-200
20,6,2,21,48,14,30,15,1,1,"[2, 1, 3, 4, 0]",10-50
20,6,3,102,106,175,200,168,3,3,"[2, 1, 3, 4, 0]",100-200
20,6,4,72,102,69,114,47,3,3,"[2, 1, 3, 4, 0]",40-120
20,6,5,124,144,197,200,105,2,2,"[2, 1, 3, 4, 0]",100-200
20,6,6,175,151,174,177,158,1,2,"[2, 1, 3, 4, 0]",100-200
20,6,7,389,331,294,388,367,3,4,"[2, 1, 3, 4, 0]",150-400
20,6,8,47,120,116,114,118,4,4,"[2, 1, 3, 4, 0]",40-120
20,6,9,198,100,107,156,180,4,0,"[2, 1, 3, 4, 0]",100-200
20,6,10,19,39,19,49,42,3,3,"[2, 1, 3, 4, 0]",10-50
20,6,11,117,120,72,70,70,0,1,"[2, 1, 3, 4, 0]",40-120
20,6,12,52,70,105,80,58,2,2,"[2, 1, 3, 4, 0]",40-120
20,6,13,110,72,62,80,103,4,0,"[2, 1, 3, 4, 0]",40-120
20,6,14,11,39,50,29,50,2,4,"[2, 1, 3, 4, 0]",10-50
20,6,15,340,323,339,289,193,2,0,"[2, 1, 3, 4, 0]",150-400
20,6,16,92,106,46,83,67,1,1,"[2, 1, 3, 4, 0]",40-120
20,6,17,20,16,21,48,27,0,3,"[2, 1, 3, 4, 0]",10-50
20,6,18,25,30,13,19,29,4,4,"[2, 1, 3, 4, 0]",10-50
20,6,19,44,38,47,10,10,0,2,"[2, 1, 3, 4, 0]",10-50
20,7,0,36,44,46,26,10,1,2,"[3, 4, 2, 0, 1]",10-50
20,7,1,189,119,182,159,150,0,2,"[3, 4, 2, 0, 1]",100-200
20,7,2,116,98,46,90,84,1,0,"[3, 4, 2, 0, 1]",40-120
20,7,3,98,96,48,113,65,0,3,"[3, 4, 2, 0, 1]",40-120
20,7,4,84,47,81,117,72,3,3,"[3, 4, 2, 0, 1]",40-120
20,7,5,251,218,189,373,386,3,4,"[3, 4, 2, 0, 1]",150-400
20,7,6,91,96,85,47,95,4,4,"[3, 4, 2, 0, 1]",40-120
20,7,7,13,18,48,23,24,2,2,"[3, 4, 2, 0, 1]",10-50
20,7,8,158,162,151,167,124,3,1,"[3, 4, 2, 0, 1]",100-200
20,7,9,117,57,50,117,53,0,0,"[3, 4, 2, 0, 1]",40-120
20,7,10,21,36,12,40,41,3,4,"[3, 4, 2, 0, 1]",10-50
20,7,11,160,263,233,350,334,4,3,"[3, 4, 2, 0, 1]",150-400
20,7,12,390,338,340,216,304,2,0,"[3, 4, 2, 0, 1]",150-400
20,7,13,180,176,113,113,128,1,1,"[3, 4, 2, 0, 1]",100-200
20,7,14,106,147,187,122,189,4,2,"[3, 4, 2, 0, 1]",100-200
20,7,15,70,64,89,55,78,2,2,"[3, 4, 2, 0, 1]",40-120
20,7,16,44,31,26,11,25,0,0,"[3, 4, 2, 0, 1]",10-50
20,7,17,148,166,136,164,136,2,1,"[3, 4, 2, 0, 1]",100-200
20,7,18,21,46,35,13,26,1,1,"[3, 4, 2, 0, 1]",10-50
20,7,19,38,27,39,26,48,4,4,"[3, 4, 2, 0, 1]",10-50
20,8,0,118,88,69,76,78,0,0,"[1, 0, 4, 2, 3]",40-120
20,8,1,23,27,17,17,24,4,1,"[1, 0, 4, 2, 3]",10-50
20,8,2,117,102,98,70,69,1,0,"[1, 0, 4, 2, 3]",40-120
20,8,3,20,39,40,46,19,2,3,"[1, 0, 4, 2, 3]",10-50
20,8,4,67,67,75,86,74,3,3,"[1, 0, 4, 2, 3]",40-120
20,8,5,33,48,46,44,18,1,1,"[1, 0, 4, 2, 3]",10-50
20,8,6,85,56,99,43,109,2,4,"[1, 0, 4, 2, 3]",40-120
20,8,7,170,107,173,112,117,0,0,"[1, 0, 4, 2, 3]",100-200
20,8,8,141,105,176,170,120,4,2,"[1, 0, 4, 2, 3]",100-200
20,8,9,96,95,55,42,41,2,0,"[1, 0, 4, 2, 3]",40-120
20,8,10,305,260,380,157,211,0,2,"[1, 0, 4, 2, 3]",150-400
20,8,11,47,14,22,49,39,3,3,"[1, 0, 4, 2, 3]",10-50
20,8,12,120,129,120,180,183,3,4,"[1, 0, 4, 2, 3]",100-200
20,8,13,151,156,178,144,187,4,4,"[1, 0, 4, 2, 3]",100-200
20,8,14,197,358,295,284,171,2,1,"[1, 0, 4, 2, 3]",150-400
20,8,15,45,42,20,18,50,0,4,"[1, 0, 4, 2, 3]",10-50
20,8,16,37,32,27,47,19,3,3,"[1, 0, 4, 2, 3]",10-50
20,8,17,270,386,223,399,276,1,3,"[1, 0, 4, 2, 3]",150-400
